run_label,seed,dataset,split_unit,trial_id_synthetic,n_units,n_test_units,n_train_rows,n_test_rows,shuffled_label_control,label_control_mode
encoder_seed_2030,2032,harmonic,subject_id,False,24,6,3869,1131,True,train_labels_permuted_only
encoder_seed_2030,2032,ninapro_db10_meganepro,subject_id,False,20,5,3758,1242,True,train_labels_permuted_only
encoder_seed_2030,2032,physionet_grabmyo,subject_id,False,43,11,3770,1230,True,train_labels_permuted_only
encoder_seed_2030,2032,physionet_hyser,subject_id,False,20,5,3759,1241,True,train_labels_permuted_only
encoder_seed_2030,2033,emg2pose,trial_id,False,30,8,3676,1324,True,train_labels_permuted_only
encoder_seed_2030,2033,emg2qwerty,subject_id,False,10,2,3876,1124,True,train_labels_permuted_only
encoder_seed_2030,2033,harmonic,subject_id,False,24,6,3550,1450,True,train_labels_permuted_only
encoder_seed_2030,2033,ninapro_db10_meganepro,subject_id,False,20,5,3747,1253,True,train_labels_permuted_only
encoder_seed_2030,2033,physionet_grabmyo,subject_id,False,43,11,3716,1284,True,train_labels_permuted_only
encoder_seed_2030,2033,physionet_hyser,subject_id,False,20,5,3721,1279,True,train_labels_permuted_only
encoder_seed_2030,2034,emg2pose,trial_id,False,30,8,3618,1382,True,train_labels_permuted_only
encoder_seed_2030,2034,emg2qwerty,subject_id,False,10,2,4173,827,True,train_labels_permuted_only
encoder_seed_2030,2034,harmonic,subject_id,False,24,6,3732,1268,True,train_labels_permuted_only
encoder_seed_2030,2034,ninapro_db10_meganepro,subject_id,False,20,5,3749,1251,True,train_labels_permuted_only
encoder_seed_2030,2034,physionet_grabmyo,subject_id,False,43,11,3734,1266,True,train_labels_permuted_only
encoder_seed_2030,2034,physionet_hyser,subject_id,False,20,5,3759,1241,True,train_labels_permuted_only
encoder_seed_2030,2035,emg2pose,trial_id,False,30,8,3632,1368,True,train_labels_permuted_only
encoder_seed_2030,2035,emg2qwerty,subject_id,False,10,2,4128,872,True,train_labels_permuted_only
encoder_seed_2030,2035,harmonic,subject_id,False,24,6,3534,1466,True,train_labels_permuted_only
encoder_seed_2030,2035,ninapro_db10_meganepro,subject_id,False,20,5,3756,1244,True,train_labels_permuted_only
encoder_seed_2030,2035,physionet_grabmyo,subject_id,False,43,11,3702,1298,True,train_labels_permuted_only
encoder_seed_2030,2035,physionet_hyser,subject_id,False,20,5,3709,1291,True,train_labels_permuted_only
